UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
112540892,57353,2021-03-04 18:12:00,2021-03-04 18:22:46,Dyrekcyjna / Borowska (Wroclavia),Œwieradowska (Ferio Gaj ),11
112540641,650003,2021-03-04 18:06:39,2021-03-04 18:22:57,Plac Grunwaldzki / Polaka,Kurkowa / Dubois,17
112540713,650652,2021-03-04 18:08:27,2021-03-04 18:23:00,Fosa Miejska ,Wyszyñskiego / Szczytnicka,15
112540368,57900,2021-03-04 18:01:51,2021-03-04 18:23:05,Borowska (Uniw. Szpital Kliniczny),Plac Legionów,22
112540836,651195,2021-03-04 18:10:48,2021-03-04 18:23:13,Wita Stwosza / Szewska,Wita Stwosza / Szewska,13
112539123,651460,2021-03-04 17:37:45,2021-03-04 18:23:22,Waloñska (Angel Poland Group),Waloñska (Angel Poland Group),46
112541371,650182,2021-03-04 18:21:40,2021-03-04 18:23:22,Drobnera / Dubois,Drobnera / Dubois,2
112539135,651013,2021-03-04 17:37:56,2021-03-04 18:23:36,Waloñska (Angel Poland Group),Waloñska (Angel Poland Group),46
112541369,57421,2021-03-04 18:21:36,2021-03-04 18:23:40,Drobnera / Dubois,Drobnera / Dubois,3
112541121,57060,2021-03-04 18:16:36,2021-03-04 18:24:29,Poza stacj¹,Jagie³³y / Dmowskiego ,8
112541179,57654,2021-03-04 18:17:53,2021-03-04 18:24:32,Poza stacj¹,Jagie³³y / Dmowskiego ,7
112540870,57817,2021-03-04 18:11:31,2021-03-04 18:24:36,Szczêœliwa (Sky Tower),Poza stacj¹,14
112541094,57875,2021-03-04 18:16:13,2021-03-04 18:24:47,Fabryczna / Wagonowa,Legnicka / Zachodnia ,9
112540703,57082,2021-03-04 18:08:12,2021-03-04 18:25:01,Lotnicza / Na Ostatnim Groszu,Legnicka / M³odych Techników,17
112540815,650969,2021-03-04 18:10:23,2021-03-04 18:25:27,Grabiszyñska / Aleja Hallera,Solskiego / al. Piastów,16
112540626,651073,2021-03-04 18:06:20,2021-03-04 18:25:34,Czekoladowa / Wa³brzyska,Centrum Handlowe Auchan Bielany,20
112541280,57738,2021-03-04 18:19:51,2021-03-04 18:25:41,Plac Legionów,Poza stacj¹,6
112540812,57064,2021-03-04 18:10:22,2021-03-04 18:26:01,Krakowska / Leroy Merlin,Hubska / Prudnicka,16
112541294,650077,2021-03-04 18:20:00,2021-03-04 18:26:21,Obornicka / Ba³tycka,Kasprowicza / Syrokomli,7
112541158,650422,2021-03-04 18:17:27,2021-03-04 18:26:36,Wita Stwosza / Szewska,Poza stacj¹,10
112541565,650269,2021-03-04 18:25:32,2021-03-04 18:26:47,Poza stacj¹,Zaporoska / Grabiszyñska,2
112541318,651303,2021-03-04 18:20:33,2021-03-04 18:26:54,al. Armii Krajowej / Borowska,Bardzka / Piêkna,7
112541405,651248,2021-03-04 18:22:22,2021-03-04 18:27:12,¯migrodzka / Broniewskiego,Poza stacj¹,5
112540221,57357,2021-03-04 17:58:45,2021-03-04 18:27:33,Rondo Reagana,Aleja Hallera / Mielecka,29
112541672,57729,2021-03-04 18:28:12,2021-03-04 18:28:19,Stab³owicka / G³ówna ,Stab³owicka / G³ówna ,1
112541274,651011,2021-03-04 18:19:45,2021-03-04 18:28:24,Wita Stwosza / Szewska,pl. Orl¹t Lwowskich,9
112541358,651333,2021-03-04 18:21:26,2021-03-04 18:28:47,Prochowicka / Dolnobrzeska,Œredzka / Dolnobrzeska ,8
112540747,57157,2021-03-04 18:09:11,2021-03-04 18:28:56,Legnicka / M³odych Techników,Lotnicza / Bajana,20
112541137,651313,2021-03-04 18:16:54,2021-03-04 18:28:57,"Dworzec G³ówny, po³udnie",Waloñska (Angel Poland Group),13
112541404,57381,2021-03-04 18:22:20,2021-03-04 18:29:48,Plac Dominikañski (Galeria Dominikañska),Plac Grunwaldzki / Polaka,8
112541172,650152,2021-03-04 18:17:46,2021-03-04 18:29:55,Œlê¿na / Skierniewicka,Dyrekcyjna / Borowska (Wroclavia),13
112541393,57251,2021-03-04 18:22:09,2021-03-04 18:29:58,Aleja Bielany,Czekoladowa / Wa³brzyska,8
112541549,650271,2021-03-04 18:25:12,2021-03-04 18:30:01,Drobnera / Plac Bema,Drobnera / Plac Bema,5
112541387,650441,2021-03-04 18:22:02,2021-03-04 18:30:06,"Dworzec G³ówny, po³udnie","Dworzec G³ówny, po³udnie",9
112541443,650956,2021-03-04 18:23:04,2021-03-04 18:30:10,Grabiszyñska / Stalowa,Zaporoska / Gajowicka,8
112541412,650981,2021-03-04 18:22:39,2021-03-04 18:30:22,Plac Grunwaldzki / Polaka,Szewska / Kazimierza Wielkiego ,8
112540949,650428,2021-03-04 18:13:18,2021-03-04 18:31:47,Koœciuszki / Komuny Paryskiej / Zgodna,Jagie³³y / Dmowskiego ,19
112541146,57029,2021-03-04 18:17:11,2021-03-04 18:31:48,¯elazna / Pereca,Plac Jana Paw³a II (Akademia Muzyczna),15
112541453,57979,2021-03-04 18:23:15,2021-03-04 18:33:05,"Dworzec G³ówny, po³udnie",Szczêœliwa (Sky Tower),10
112541697,57729,2021-03-04 18:28:52,2021-03-04 18:34:15,Stab³owicka / G³ówna ,Stab³owicka ,6
112541348,651037,2021-03-04 18:21:16,2021-03-04 18:35:11,Plac Legionów,Legnicka (Park Magnolia),14
112541446,57018,2021-03-04 18:23:09,2021-03-04 18:35:12,al. Armii Krajowej / Borowska,Aleja Hallera / Mielecka,13
112541513,650016,2021-03-04 18:24:24,2021-03-04 18:35:12,Drobnera / Dubois,Wyszyñskiego / Szczytnicka,11
112541509,57878,2021-03-04 18:24:23,2021-03-04 18:35:32,Drobnera / Dubois,Wyszyñskiego / Szczytnicka,12
112541777,650422,2021-03-04 18:30:26,2021-03-04 18:36:13,Poza stacj¹,Poza stacj¹,6
112541095,57786,2021-03-04 18:16:14,2021-03-04 18:36:25,Kazimierza Wielkiego (Helios),al. Armii Krajowej / Bardzka,21
112541714,57888,2021-03-04 18:29:15,2021-03-04 18:36:53,Poza stacj¹,Legnicka / M³odych Techników,8
112541967,57443,2021-03-04 18:34:40,2021-03-04 18:37:11,Legnicka / M³odych Techników,Plac Strzegomski / Poznañska,3
112541587,650960,2021-03-04 18:26:04,2021-03-04 18:37:14,Wróblewskiego (Teki),Mickiewicza / pêtla tramwajowa,12
112541357,57132,2021-03-04 18:21:26,2021-03-04 18:37:20,Szczêœliwa (Sky Tower),Krucza / Mielecka / Stalowa,16
112541388,57858,2021-03-04 18:22:02,2021-03-04 18:37:45,Drobnera / Dubois,Piaskowa / œw. Ducha,16
112541782,651375,2021-03-04 18:30:36,2021-03-04 18:37:47,Dyrekcyjna / Borowska (Wroclavia),al. Armii Krajowej / Borowska,8
112540897,650380,2021-03-04 18:12:10,2021-03-04 18:37:54,Poniatowskiego / Oleœnicka,Legnicka / Zachodnia ,26
112542123,650152,2021-03-04 18:38:11,2021-03-04 18:38:18,Dyrekcyjna / Borowska (Wroclavia),Dyrekcyjna / Borowska (Wroclavia),1
112541205,650911,2021-03-04 18:18:25,2021-03-04 18:38:24,al. Kochanowskiego / Kopernika,Hubska / Prudnicka,20
112541726,57354,2021-03-04 18:29:28,2021-03-04 18:38:41,Sienkiewicza / Wyszyñskiego,al. Kochanowskiego / Œniadeckich ,10
112541808,650785,2021-03-04 18:31:26,2021-03-04 18:40:09,al. Karkonoska / JeŸdziecka,Czekoladowa / Wa³brzyska,9
112541607,650511,2021-03-04 18:26:41,2021-03-04 18:40:11,Zaporoska / Gajowicka,"Dworzec G³ówny, po³udnie",14
112542046,651178,2021-03-04 18:36:15,2021-03-04 18:40:59,Drobnera / Dubois,Poza stacj¹,5
112541832,650302,2021-03-04 18:32:01,2021-03-04 18:41:00,Poza stacj¹,Poza stacj¹,9
112541999,57729,2021-03-04 18:35:11,2021-03-04 18:41:34,Stab³owicka ,Poza stacj¹,7
112542078,57523,2021-03-04 18:37:10,2021-03-04 18:42:12,Drobnera / Plac Bema,Wyszyñskiego / Szczytnicka,6
112541819,650690,2021-03-04 18:31:37,2021-03-04 18:42:23,Wróblewskiego (Teki),Traugutta / Koœciuszki,11
112542146,57818,2021-03-04 18:38:36,2021-03-04 18:42:37,M³odych Techników,Legnicka / M³odych Techników,5
112541717,57582,2021-03-04 18:29:18,2021-03-04 18:42:55,Mickiewicza / pêtla tramwajowa,Bacciarellego,14
112541154,57862,2021-03-04 18:17:21,2021-03-04 18:43:13,Lotnicza / Na Ostatnim Groszu,Drobnera / Dubois,26
112541992,650393,2021-03-04 18:35:04,2021-03-04 18:43:19,Œrubowa / Strzegomska,Legnicka (Park Magnolia),9
112541215,651265,2021-03-04 18:18:39,2021-03-04 18:43:23,Rynek,Opolska / Siemianowicka,25
112541948,57985,2021-03-04 18:34:18,2021-03-04 18:43:31,Drobnera / Dubois,Nowowiejska / Górnickiego,10
112542242,650070,2021-03-04 18:40:27,2021-03-04 18:44:02,Legnicka / Wejherowska,Popowice,4
112541923,57909,2021-03-04 18:33:49,2021-03-04 18:44:10,Czekoladowa / Wa³brzyska,Centrum Handlowe Auchan Bielany,11
112526247,651159,2021-03-04 13:09:12,2021-03-04 18:44:13,Drobnera / Plac Bema,Szewska / Kazimierza Wielkiego ,336
112541849,57652,2021-03-04 18:32:24,2021-03-04 18:44:13,Zwyciêska / O³taszyñska,Grota-Roweckiego / Parafialna,12
112541612,650698,2021-03-04 18:26:53,2021-03-04 18:44:40,"Grochowa / Jemio³owa,",Borowska (Uniw. Szpital Kliniczny),18
112541732,650151,2021-03-04 18:29:37,2021-03-04 18:44:46,Koœciuszki / Pu³askiego,Drobnera / Plac Bema,16
112542285,57805,2021-03-04 18:41:21,2021-03-04 18:45:13,Skarbowców / Wietrzna,Wa³brzyska - pêtla tramwajowa,4
112541919,650241,2021-03-04 18:33:45,2021-03-04 18:45:17,Zaporoska / Wielka / Krucza,pl. Orl¹t Lwowskich,12
112542370,57401,2021-03-04 18:43:17,2021-03-04 18:45:18,Drobnera / Dubois,Drobnera / Dubois,3
112541897,57274,2021-03-04 18:33:22,2021-03-04 18:45:31,£ukasiewicza / Smoluchowskiego (PWr),Plac Dominikañski (Galeria Dominikañska),13
112541629,650077,2021-03-04 18:27:22,2021-03-04 18:45:43,Kasprowicza / Syrokomli,Kasprowicza / Syrokomli,19
112541706,57581,2021-03-04 18:29:03,2021-03-04 18:46:01,Jagie³³y / Dmowskiego ,Poza stacj¹,17
112541671,57060,2021-03-04 18:28:12,2021-03-04 18:46:10,Jagie³³y / Dmowskiego ,Poza stacj¹,18
112542312,650880,2021-03-04 18:41:54,2021-03-04 18:47:11,Rondo Reagana,Sienkiewicza / Wyszyñskiego,6
112542185,650132,2021-03-04 18:39:21,2021-03-04 18:47:22,"Grochowa / Jemio³owa,",Aleja Hallera / Mielecka,9
112542422,651178,2021-03-04 18:44:33,2021-03-04 18:47:53,Poza stacj¹,Drobnera / Plac Bema,4
112542339,650748,2021-03-04 18:42:36,2021-03-04 18:48:53,Popowicka / NiedŸwiedzia ,M³odych Techników,7
112542255,650422,2021-03-04 18:40:44,2021-03-04 18:48:59,Poza stacj¹,Poza stacj¹,9
112542533,650277,2021-03-04 18:47:03,2021-03-04 18:49:05,Œwieradowska / Krynicka,Œwieradowska / Krynicka,3
112542521,57831,2021-03-04 18:46:39,2021-03-04 18:49:55,Poza stacj¹,Aleja Bielany,4
112542396,650095,2021-03-04 18:43:57,2021-03-04 18:50:05,Plac Grunwaldzki (DS O³ówek),Wyszyñskiego / Szczytnicka,7
112542149,650612,2021-03-04 18:38:41,2021-03-04 18:50:13,Pilczycka (Stadion Miejski),Lotnicza / Bajana,12
112542374,650975,2021-03-04 18:43:22,2021-03-04 18:50:15,Lotnicza / Bajana,Pilczycka / Kozanowska,7
112542110,57104,2021-03-04 18:37:53,2021-03-04 18:50:38,Piaskowa / œw. Ducha,¯eromskiego / Daszyñskiego,13
112541477,650001,2021-03-04 18:23:39,2021-03-04 18:50:45,Aleja Kromera,Gorlicka / Litewska,28
112542331,650593,2021-03-04 18:42:24,2021-03-04 18:51:00,Traugutta / Koœciuszki,Plac Grunwaldzki / Polaka,9
112542442,650536,2021-03-04 18:44:59,2021-03-04 18:51:28,Zaporoska / Wielka / Krucza,Powstañcow Œl¹skich / Aleja Hallera,7
112541858,57261,2021-03-04 18:32:38,2021-03-04 18:51:38,Promenady Wroc³awskie,Poza stacj¹,19
112541853,650149,2021-03-04 18:32:29,2021-03-04 18:51:42,Poza stacj¹,Poza stacj¹,20
112542314,650108,2021-03-04 18:41:57,2021-03-04 18:52:10,Plac Legionów,Plac Powstañców Œl¹skich,11
112542116,651460,2021-03-04 18:38:03,2021-03-04 18:52:19,Waloñska (Angel Poland Group),Nowowiejska / Górnickiego,15
112542010,57256,2021-03-04 18:35:30,2021-03-04 18:52:24,Jagodziñska / Buforowa,Semaforowa,17
112542501,650077,2021-03-04 18:46:22,2021-03-04 18:52:27,Kasprowicza / Syrokomli,¯migrodzka / Broniewskiego,7
112542211,57251,2021-03-04 18:39:54,2021-03-04 18:52:41,Czekoladowa / Wa³brzyska,Zwyciêska / O³taszyñska,13
112542186,57576,2021-03-04 18:39:24,2021-03-04 18:53:10,Plac Koœciuszki (Renoma),Drobnera / Plac Bema,14
112542451,650302,2021-03-04 18:45:09,2021-03-04 18:54:25,Poza stacj¹,Poza stacj¹,10
112542575,57243,2021-03-04 18:47:54,2021-03-04 18:54:49,Borowska (Uniw. Szpital Kliniczny),Œwieradowska (Ferio Gaj ),7
112542478,57494,2021-03-04 18:45:54,2021-03-04 18:54:55,Drobnera / Dubois,Fosa Miejska ,10
112542563,57460,2021-03-04 18:47:43,2021-03-04 18:55:31,Tarnogajska / Klimasa,Nyska / Jesionowa,8
112542764,650422,2021-03-04 18:51:53,2021-03-04 18:55:53,Poza stacj¹,Szewska / Kazimierza Wielkiego ,4
112542301,57833,2021-03-04 18:41:41,2021-03-04 18:56:09,Nowowiejska / Wyszyñskiego,Rondo Reagana,15
112542310,650352,2021-03-04 18:41:52,2021-03-04 18:56:13,Nowowiejska / Wyszyñskiego,Rondo Reagana,15
112542635,57928,2021-03-04 18:49:01,2021-03-04 18:56:53,"Dworzec G³ówny, po³udnie",Kamienna / Tomaszowska,8
112542599,650250,2021-03-04 18:48:24,2021-03-04 18:56:59,Plac Dominikañski (Galeria Dominikañska),Dworzec G³ówny ,9
112542858,650671,2021-03-04 18:54:26,2021-03-04 18:57:03,Plac Uniwersytecki (UWr),Wita Stwosza / Szewska,3
112542522,57060,2021-03-04 18:46:42,2021-03-04 18:57:15,Poza stacj¹,pl. Powstañców Wielkopolskich,11
112542577,57581,2021-03-04 18:47:56,2021-03-04 18:57:18,Poza stacj¹,pl. Powstañców Wielkopolskich,10
112542891,650062,2021-03-04 18:55:17,2021-03-04 18:57:40,Rogowska / Zemska,Rogowska/Sukielicka,3
112542706,651248,2021-03-04 18:50:40,2021-03-04 18:57:44,Poza stacj¹,¯migrodzka / Broniewskiego,8
112542649,650817,2021-03-04 18:49:27,2021-03-04 18:58:01,Œwieradowska / Krynicka,Poza stacj¹,9
112542629,57580,2021-03-04 18:48:58,2021-03-04 18:58:45,Ko³³¹taja / Podwale,Gliniana / Gajowa,10
112541811,650777,2021-03-04 18:31:28,2021-03-04 18:59:05,Koœciuszki / Komuny Paryskiej / Zgodna,Fosa Miejska ,28
112542714,57236,2021-03-04 18:50:53,2021-03-04 18:59:48,¯eromskiego / Daszyñskiego,Jednoœci Narodowej / Wyszyñskiego,9
112542351,57523,2021-03-04 18:42:46,2021-03-04 18:59:56,Wyszyñskiego / Szczytnicka,Wyszyñskiego / Szczytnicka,18
112542490,650798,2021-03-04 18:46:07,2021-03-04 19:00:58,Krakowska / Leroy Merlin,Wróblewskiego (Teki),15
112542440,651285,2021-03-04 18:44:55,2021-03-04 19:01:09,¯elazna / Pereca,Nyska / Jesionowa,17
112542957,650302,2021-03-04 18:57:23,2021-03-04 19:01:48,Poza stacj¹,Poza stacj¹,5
112542321,650511,2021-03-04 18:42:07,2021-03-04 19:02:01,"Dworzec G³ówny, po³udnie",Kraszewskiego / Trzebnicka,20
112542462,651041,2021-03-04 18:45:27,2021-03-04 19:02:06,Zaporoska / Gajowicka,al. Armii Krajowej / Bardzka,17
112542473,57805,2021-03-04 18:45:44,2021-03-04 19:02:28,Wa³brzyska - pêtla tramwajowa,Wa³brzyska - pêtla tramwajowa,17
112542161,650152,2021-03-04 18:38:57,2021-03-04 19:02:30,Dyrekcyjna / Borowska (Wroclavia),Partyzantów / Okrzei,24
112542992,650491,2021-03-04 18:58:23,2021-03-04 19:03:03,Kamieñskiego / Jutrosiñska,Ba³tycka / ¯migrodzka,5
112542757,651196,2021-03-04 18:51:47,2021-03-04 19:03:05,Œlê¿na / Skierniewicka,Œwieradowska / Krynicka,12
112541754,57822,2021-03-04 18:29:58,2021-03-04 19:03:10,Miñska / Stanis³awowska,Bezpieczna / Obornicka,34
112542556,650338,2021-03-04 18:47:32,2021-03-04 19:03:23,Koœciuszki / Komuny Paryskiej / Zgodna,Wróblewskiego (Teki),16
112542884,650227,2021-03-04 18:55:09,2021-03-04 19:03:46,Nowowiejska / Wyszyñskiego,Rondo Reagana,9
112542705,650205,2021-03-04 18:50:40,2021-03-04 19:03:57,Zachodnia / Poznañska,Wita Stwosza / Szewska,14
112541522,57780,2021-03-04 18:24:36,2021-03-04 19:04:13,Kwidzyñska pêtla,Okulickiego,40
112542970,650741,2021-03-04 18:57:39,2021-03-04 19:04:13,Plac Dominikañski (Galeria Dominikañska),Drobnera / Plac Bema,7
112541504,57065,2021-03-04 18:24:10,2021-03-04 19:04:17,Drobnera / Plac Bema,Drobnera / Plac Bema,41
112541784,650407,2021-03-04 18:30:36,2021-03-04 19:04:26,Drobnera / Plac Bema,Drobnera / Plac Bema,34
112543237,57395,2021-03-04 19:05:02,2021-03-04 19:05:32,Poza stacj¹,Dworzec G³ówny ,1
112542887,650160,2021-03-04 18:55:13,2021-03-04 19:05:50,Zaporoska / Wielka / Krucza,Poza stacj¹,11
112542883,651065,2021-03-04 18:55:08,2021-03-04 19:05:52,Plac Powstañców Œl¹skich,Aleja Hallera / Mielecka,11
112542384,57260,2021-03-04 18:43:40,2021-03-04 19:07:00,Poza stacj¹,Poza stacj¹,24
112542645,651244,2021-03-04 18:49:20,2021-03-04 19:07:47,Semaforowa,Bardzka / Piêkna,19
112542921,57843,2021-03-04 18:56:04,2021-03-04 19:07:56,Komandorska / Kamienna,Plac Legionów,12
112542959,650422,2021-03-04 18:57:24,2021-03-04 19:08:12,Szewska / Kazimierza Wielkiego ,Poza stacj¹,11
112543039,57068,2021-03-04 18:59:43,2021-03-04 19:09:32,Plac Powstañców Warszawy (Muzeum Narodowe),Nowowiejska / Wyszyñskiego,10
112542631,650022,2021-03-04 18:49:01,2021-03-04 19:10:04,Krzywoustego / Korona,Sienkiewicza / Piastowska,22
112542905,651062,2021-03-04 18:55:34,2021-03-04 19:10:20,"Wroc³aw Stadion, stacja kolejowa",¯ernicka,15
112543125,650917,2021-03-04 19:01:54,2021-03-04 19:11:40,Borowska (Uniw. Szpital Kliniczny),Kamienna / Tomaszowska,10
112543095,57641,2021-03-04 19:01:05,2021-03-04 19:12:56,Plac Legionów,Plac Strzegomski / Poznañska,12
112543229,650165,2021-03-04 19:04:56,2021-03-04 19:12:59,Nyska / Piêkna,al. Armii Krajowej / Bardzka,9
112543011,650751,2021-03-04 18:58:56,2021-03-04 19:13:14,Grabiszyñska / Aleja Hallera,Czekoladowa / Wa³brzyska,15
112543246,57736,2021-03-04 19:05:32,2021-03-04 19:13:47,Pi³sudskiego 13 od Jump Hall,"Dworzec G³ówny, po³udnie",9
112543159,57805,2021-03-04 19:02:58,2021-03-04 19:14:48,Wa³brzyska - pêtla tramwajowa,Zwyciêska / O³taszyñska,12
112543107,651343,2021-03-04 19:01:22,2021-03-04 19:15:12,Plac Œwiêtego Macieja / Trzebnicka,Poza stacj¹,14
112543057,650477,2021-03-04 19:00:12,2021-03-04 19:15:20,Borowska (Uniw. Szpital Kliniczny),al. Karkonoska / JeŸdziecka,16
112543242,650250,2021-03-04 19:05:22,2021-03-04 19:15:22,Dworzec G³ówny ,Zaporoska / Wielka / Krucza,10
112542981,57581,2021-03-04 18:58:02,2021-03-04 19:16:01,pl. Powstañców Wielkopolskich,Poza stacj¹,18
112542993,57060,2021-03-04 18:58:26,2021-03-04 19:16:09,pl. Powstañców Wielkopolskich,Poza stacj¹,18
112543262,57631,2021-03-04 19:06:03,2021-03-04 19:16:28,Plac Uniwersytecki (UWr),pl. Orl¹t Lwowskich,11
112543370,651333,2021-03-04 19:08:37,2021-03-04 19:17:04,Œredzka / Dolnobrzeska ,Prochowicka / Dolnobrzeska,9
112543274,650822,2021-03-04 19:06:14,2021-03-04 19:17:05,Rondo Reagana,Poza stacj¹,11
112543189,650206,2021-03-04 19:03:50,2021-03-04 19:17:13,Koœciuszki / Komuny Paryskiej / Zgodna,al. Armii Krajowej / Borowska,14
112543283,650908,2021-03-04 19:06:26,2021-03-04 19:18:11,Grota-Roweckiego / Parafialna,Œwieradowska (Ferio Gaj ),12
112543545,57094,2021-03-04 19:13:26,2021-03-04 19:18:39,Borowska (Uniw. Szpital Kliniczny),al. Armii Krajowej / Borowska,6
112543069,57523,2021-03-04 19:00:26,2021-03-04 19:18:48,Wyszyñskiego / Szczytnicka,Wyszyñskiego / Szczytnicka,19
112543640,650062,2021-03-04 19:16:20,2021-03-04 19:18:48,Rogowska/Sukielicka,Rogowska / Zemska,3
112543226,57652,2021-03-04 19:04:54,2021-03-04 19:19:04,Grota-Roweckiego / Parafialna,Zwyciêska / O³taszyñska,15
112543380,651072,2021-03-04 19:08:47,2021-03-04 19:19:51,Plac Grunwaldzki / Polaka,Poza stacj¹,12
112543674,57060,2021-03-04 19:17:11,2021-03-04 19:21:20,Poza stacj¹,Bezpieczna / Obornicka,5
112543682,57581,2021-03-04 19:17:24,2021-03-04 19:21:34,Poza stacj¹,Bezpieczna / Obornicka,5
112543457,650686,2021-03-04 19:10:41,2021-03-04 19:22:05,Œrubowa / Strzegomska,M³odych Techników,12
112543610,57805,2021-03-04 19:15:19,2021-03-04 19:22:14,Zwyciêska / O³taszyñska,Wa³brzyska - pêtla tramwajowa,7
112543219,650302,2021-03-04 19:04:41,2021-03-04 19:22:40,Poza stacj¹,Poza stacj¹,18
112543719,651295,2021-03-04 19:18:42,2021-03-04 19:23:52,Oporów (pêtla tramwajowa),Solskiego / al. Piastów,6
112543365,57843,2021-03-04 19:08:28,2021-03-04 19:23:54,Plac Legionów,Plac Staszica,16
112543527,650422,2021-03-04 19:12:39,2021-03-04 19:24:18,Poza stacj¹,Szewska / Kazimierza Wielkiego ,12
112543758,650985,2021-03-04 19:19:47,2021-03-04 19:24:26,Zaporoska / Grabiszyñska,Grabiszyñska / Stalowa,5
112538943,650487,2021-03-04 17:34:04,2021-03-04 19:24:27,Krzywoustego - Rynek Psie Pole,Poza stacj¹,111
112538956,57005,2021-03-04 17:34:22,2021-03-04 19:24:30,Krzywoustego - Rynek Psie Pole,Poza stacj¹,111
112543335,57858,2021-03-04 19:07:46,2021-03-04 19:24:56,Piaskowa / œw. Ducha,Poza stacj¹,18
112543791,650141,2021-03-04 19:20:41,2021-03-04 19:25:12,"Paprotna / Obornicka, zajezdnia MPK",¯migrodzka / Marino,5
112543637,650477,2021-03-04 19:16:16,2021-03-04 19:25:34,al. Karkonoska / JeŸdziecka,Czekoladowa / Wa³brzyska,10
112543468,651125,2021-03-04 19:10:59,2021-03-04 19:26:48,Borowska (Uniw. Szpital Kliniczny),"Dworzec G³ówny, po³udnie",16
112543630,57951,2021-03-04 19:15:52,2021-03-04 19:27:47,Plac Powstañców Warszawy (Muzeum Narodowe),Dworzec G³ówny ,12
112544018,57547,2021-03-04 19:27:16,2021-03-04 19:29:13,Wróblewskiego (Teki),Wróblewskiego (Teki),2
112543839,650956,2021-03-04 19:21:56,2021-03-04 19:29:45,Zaporoska / Gajowicka,Powstañcow Œl¹skich / Aleja Hallera,8
112543612,650353,2021-03-04 19:15:20,2021-03-04 19:29:56,Stadion Olimpijski,Rakowiecka,15
112543755,57523,2021-03-04 19:19:35,2021-03-04 19:30:56,Wyszyñskiego / Szczytnicka,Wita Stwosza / Szewska,12
112543880,651235,2021-03-04 19:23:15,2021-03-04 19:31:14,Kozanowska / Pilczycka,Legnicka / Wejherowska,8
112543913,57312,2021-03-04 19:24:14,2021-03-04 19:33:01,Stacyjna (Dworzec Miko³ajów),Legnicka / Wejherowska,9
112543958,57531,2021-03-04 19:25:20,2021-03-04 19:33:12,Komandorska / Sanocka,Kamienna / Tomaszowska,8
112543921,57243,2021-03-04 19:24:22,2021-03-04 19:33:19,Œwieradowska (Ferio Gaj ),Grota-Roweckiego / Parafialna,9
112543804,651343,2021-03-04 19:21:00,2021-03-04 19:33:28,Poza stacj¹,Grabiszyñska / Stalowa,13
112542810,57781,2021-03-04 18:52:56,2021-03-04 19:33:29,Semaforowa,Konduktorska,41
112544021,650043,2021-03-04 19:27:19,2021-03-04 19:33:43,Koœciuszki / Pu³askiego,Plac Koœciuszki (Renoma),7
112543979,650635,2021-03-04 19:26:06,2021-03-04 19:34:21,Œlê¿na / Kamienna (Uniw. Ekonomiczny),Œlê¿na / Skierniewicka,9
112543002,650269,2021-03-04 18:58:34,2021-03-04 19:34:41,Zaporoska / Grabiszyñska,Zaporoska / Grabiszyñska,37
112542996,651170,2021-03-04 18:58:31,2021-03-04 19:34:45,Zaporoska / Grabiszyñska,Zaporoska / Grabiszyñska,37
112543863,57805,2021-03-04 19:22:45,2021-03-04 19:35:05,Wa³brzyska - pêtla tramwajowa,Wa³brzyska - pêtla tramwajowa,13
112543887,650828,2021-03-04 19:23:26,2021-03-04 19:35:19,Koœciuszki / Pu³askiego,al. Armii Krajowej / Bardzka,12
112542570,650450,2021-03-04 18:47:47,2021-03-04 19:36:01,Grabiszyñska / Aleja Hallera,Oporów (pêtla tramwajowa),49
112544100,57547,2021-03-04 19:30:17,2021-03-04 19:36:02,Wróblewskiego (Teki),Wróblewskiego (Teki),6
112544195,57104,2021-03-04 19:33:29,2021-03-04 19:36:03,¯eromskiego / Daszyñskiego,¯eromskiego / Kluczborska,3
112542555,57939,2021-03-04 18:47:31,2021-03-04 19:36:27,Grabiszyñska / Aleja Hallera,Oporów (pêtla tramwajowa),49
112543794,57866,2021-03-04 19:20:44,2021-03-04 19:36:57,Koœciuszki / Komuny Paryskiej / Zgodna,Legnicka / M³odych Techników,17
112544070,650009,2021-03-04 19:29:16,2021-03-04 19:37:10,Lotnicza / Bajana,Pilczycka / Kozanowska,8
112544003,651360,2021-03-04 19:26:46,2021-03-04 19:37:34,Œwidnicka / Pi³sudskiego (Hotel Scandic),Dyrekcyjna / Borowska (Wroclavia),11
112543996,57239,2021-03-04 19:26:36,2021-03-04 19:37:35,Œwidnicka / Pi³sudskiego (Hotel Scandic),Dyrekcyjna / Borowska (Wroclavia),11
112544081,650422,2021-03-04 19:29:40,2021-03-04 19:38:38,Szewska / Kazimierza Wielkiego ,Poza stacj¹,9
112542701,650781,2021-03-04 18:50:35,2021-03-04 19:39:13,Jagodziñska / Buforowa,Sienkiewicza / Wyszyñskiego,49
112544109,57126,2021-03-04 19:30:30,2021-03-04 19:39:27,Poza stacj¹,Zwyciêska / Agrestowa,9
112543731,57648,2021-03-04 19:19:01,2021-03-04 19:39:58,Wa³brzyska - pêtla tramwajowa,Rac³awicka / Rymarska,21
112544269,57805,2021-03-04 19:35:38,2021-03-04 19:40:05,Wa³brzyska - pêtla tramwajowa,Skarbowców / Wietrzna,5
